@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE class {1.00,0.00}

@DATA
1.000000,20.425000,0.00
2.000000,1.000000,0.00
1.000000,1.000000,0.00
4.800000,1.000000,1.00
0.000000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
3.000000,17.960782,1.00
4.800000,1.000000,1.00
2.800000,20.425000,0.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
0.000000,1.000000,0.00
3.800000,1.000000,1.00
2.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
1.000000,0.000000,0.00
3.800000,17.960782,1.00
4.800000,17.960782,1.00
1.800000,1.000000,0.00
2.800000,1.000000,0.00
3.800000,0.000000,1.00
4.800000,1.000000,1.00
2.000000,1.000000,1.00
3.800000,17.960782,1.00
1.000000,1.000000,0.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
2.000000,20.425000,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
3.800000,1.000000,1.00
1.000000,20.425000,0.00
0.000000,20.425000,0.00
4.800000,1.000000,1.00
2.800000,17.960782,1.00
3.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,20.425000,1.00
3.800000,17.960782,1.00
1.000000,17.960782,0.00
0.000000,20.425000,0.00
3.800000,0.000000,0.00
2.000000,19.425000,0.00
2.800000,1.000000,0.00
2.800000,19.425000,1.00
1.000000,20.425000,1.00
4.800000,1.000000,1.00
3.800000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
3.800000,1.000000,1.00
3.800000,20.425000,1.00
2.800000,1.000000,0.00
1.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,16.960782,1.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
3.800000,20.425000,1.00
3.800000,1.000000,0.00
4.800000,17.960782,1.00
3.000000,0.000000,0.00
2.800000,1.000000,1.00
3.800000,17.960782,1.00
0.000000,1.000000,0.00
1.000000,0.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
2.000000,17.960782,1.00
2.800000,1.000000,1.00
0.000000,1.000000,0.00
4.800000,1.000000,1.00
3.000000,1.000000,1.00
2.800000,17.960782,1.00
3.800000,1.000000,0.00
0.000000,1.000000,0.00
1.000000,20.425000,1.00
1.000000,1.000000,0.00
2.800000,19.425000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
1.000000,1.000000,0.00
4.800000,1.000000,1.00
0.000000,1.000000,0.00
4.800000,17.960782,1.00
2.000000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
2.800000,20.425000,0.00
4.800000,17.960782,1.00
4.800000,20.425000,1.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
3.800000,1.000000,1.00
4.800000,17.960782,1.00
2.000000,1.000000,0.00
2.000000,1.000000,1.00
4.800000,17.960782,1.00
1.000000,20.425000,0.00
3.800000,1.000000,1.00
3.800000,20.425000,1.00
2.800000,20.425000,1.00
3.000000,1.000000,0.00
3.800000,1.000000,1.00
2.800000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
1.000000,17.960782,0.00
4.800000,0.000000,1.00
1.000000,0.000000,0.00
1.000000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
1.000000,20.425000,0.00
0.000000,20.425000,0.00
0.000000,1.000000,0.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
2.800000,1.000000,0.00
3.800000,1.000000,0.00
1.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
2.800000,0.000000,0.00
1.000000,1.000000,0.00
0.000000,1.000000,0.00
1.000000,1.000000,0.00
2.800000,1.000000,0.00
3.800000,1.000000,0.00
1.000000,1.000000,0.00
2.800000,19.425000,1.00
2.000000,20.425000,0.00
2.800000,1.000000,0.00
1.000000,20.425000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
1.000000,19.425000,1.00
4.800000,1.000000,0.00
0.000000,20.425000,0.00
2.000000,19.425000,1.00
1.000000,1.000000,0.00
0.000000,1.000000,0.00
2.800000,1.000000,0.00
4.800000,17.960782,1.00
2.800000,1.000000,0.00
3.800000,1.000000,1.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
2.800000,1.000000,0.00
2.800000,1.000000,0.00
4.800000,1.000000,1.00
2.000000,19.425000,1.00
0.000000,17.960782,0.00
4.800000,17.960782,1.00
3.000000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
1.000000,20.425000,0.00
2.000000,20.425000,0.00
0.000000,1.000000,0.00
1.000000,20.425000,1.00
0.000000,1.000000,0.00
1.000000,1.000000,0.00
2.000000,1.000000,0.00
2.000000,17.960782,1.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
0.000000,20.425000,0.00
4.800000,1.000000,1.00
1.000000,17.960782,0.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
2.000000,17.960782,1.00
1.000000,1.000000,0.00
3.800000,1.000000,1.00
3.000000,1.000000,0.00
3.800000,17.960782,1.00
3.000000,17.960782,1.00
4.800000,1.000000,1.00
3.800000,1.000000,1.00
1.000000,1.000000,0.00
2.800000,19.425000,1.00
1.000000,20.425000,0.00
4.800000,17.960782,1.00
3.800000,17.960782,1.00
2.800000,20.425000,0.00
4.800000,1.000000,1.00
2.800000,20.425000,1.00
4.800000,1.000000,1.00
2.800000,1.000000,0.00
3.000000,17.960782,1.00
2.000000,20.425000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
1.000000,0.000000,0.00
2.800000,20.425000,1.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
3.800000,1.000000,0.00
1.000000,20.425000,0.00
4.800000,19.425000,1.00
2.000000,1.000000,0.00
2.800000,1.000000,0.00
2.800000,1.000000,1.00
1.000000,19.425000,1.00
4.800000,1.000000,1.00
3.000000,20.425000,1.00
1.000000,1.000000,0.00
2.800000,17.960782,1.00
2.000000,20.425000,0.00
3.800000,17.960782,1.00
2.000000,1.000000,0.00
3.800000,1.000000,1.00
3.800000,1.000000,0.00
4.800000,17.960782,1.00
2.800000,20.425000,0.00
0.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
2.800000,1.000000,0.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
2.800000,1.000000,1.00
2.000000,20.425000,1.00
2.800000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
3.800000,1.000000,1.00
3.000000,17.960782,1.00
1.800000,1.000000,0.00
4.800000,17.960782,1.00
0.000000,20.425000,0.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
2.800000,0.000000,0.00
2.000000,1.000000,1.00
1.000000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,0.000000,1.00
3.800000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
2.800000,1.000000,1.00
4.800000,1.000000,1.00
3.000000,20.425000,1.00
2.000000,0.000000,0.00
4.800000,17.960782,1.00
1.000000,1.000000,0.00
4.800000,19.425000,1.00
3.800000,19.425000,1.00
2.800000,20.425000,1.00
2.800000,1.000000,0.00
3.000000,1.000000,0.00
2.800000,17.960782,1.00
1.000000,20.425000,0.00
2.000000,1.000000,0.00
1.000000,20.425000,0.00
4.800000,17.960782,1.00
0.000000,1.000000,0.00
3.800000,19.425000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
3.800000,1.000000,0.00
3.000000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
2.000000,19.425000,1.00
1.000000,20.425000,0.00
2.000000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
0.000000,20.425000,0.00
4.800000,1.000000,1.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
3.800000,1.000000,1.00
1.000000,1.000000,0.00
4.800000,1.000000,1.00
1.000000,20.425000,0.00
1.000000,0.000000,0.00
3.800000,1.000000,1.00
2.800000,20.425000,0.00
2.800000,1.000000,0.00
2.000000,1.000000,1.00
0.000000,1.000000,0.00
1.000000,1.000000,0.00
3.800000,1.000000,0.00
1.000000,1.000000,0.00
2.000000,1.000000,1.00
3.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
3.800000,20.425000,1.00
4.800000,17.960782,1.00
1.000000,20.425000,0.00
0.000000,1.000000,0.00
2.000000,1.000000,0.00
4.800000,0.000000,1.00
2.800000,1.000000,1.00
2.800000,0.000000,0.00
4.800000,1.000000,1.00
3.800000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
0.000000,19.425000,0.00
2.000000,1.000000,0.00
0.000000,1.000000,0.00
4.800000,17.960782,1.00
2.800000,1.000000,0.00
4.800000,1.000000,1.00
2.800000,1.000000,0.00
2.800000,1.000000,0.00
2.800000,20.425000,1.00
3.800000,1.000000,1.00
3.800000,17.960782,1.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
0.000000,17.960782,0.00
1.000000,1.000000,0.00
3.800000,20.425000,1.00
4.800000,19.425000,1.00
4.800000,1.000000,1.00
4.800000,20.425000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
1.000000,19.425000,1.00
2.000000,20.425000,0.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
2.000000,20.425000,0.00
1.000000,20.425000,1.00
2.000000,19.425000,1.00
3.800000,1.000000,0.00
1.000000,1.000000,0.00
3.800000,1.000000,1.00
3.000000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
1.800000,1.000000,0.00
1.000000,1.000000,0.00
3.800000,1.000000,1.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
3.800000,1.000000,0.00
1.000000,20.425000,0.00
1.000000,20.425000,0.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
0.000000,1.000000,0.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
0.000000,20.425000,0.00
2.000000,17.960782,1.00
2.000000,1.000000,0.00
2.000000,17.960782,1.00
4.800000,17.960782,1.00
1.000000,1.000000,0.00
4.800000,1.000000,1.00
3.800000,0.000000,0.00
0.000000,1.000000,0.00
4.800000,17.960782,1.00
1.000000,20.425000,0.00
3.800000,1.000000,1.00
2.000000,1.000000,0.00
1.000000,1.000000,0.00
3.800000,1.000000,0.00
1.000000,20.425000,0.00
4.800000,17.960782,1.00
2.000000,20.425000,1.00
1.000000,20.425000,0.00
1.000000,17.960782,0.00
2.000000,20.425000,0.00
4.800000,1.000000,1.00
0.000000,17.960782,0.00
2.800000,1.000000,1.00
1.000000,20.425000,1.00
2.800000,1.000000,1.00
4.800000,1.000000,1.00
2.800000,1.000000,0.00
3.800000,17.960782,1.00
3.800000,1.000000,1.00
1.000000,1.000000,0.00
4.800000,20.425000,1.00
3.800000,1.000000,1.00
2.000000,17.960782,1.00
4.800000,17.960782,1.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
2.000000,19.425000,0.00
2.800000,1.000000,0.00
1.000000,17.960782,0.00
3.800000,17.960782,1.00
1.000000,1.000000,0.00
3.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
4.800000,1.000000,1.00
0.000000,19.425000,0.00
3.800000,1.000000,0.00
1.000000,17.960782,1.00
2.000000,19.425000,1.00
3.800000,1.000000,0.00
1.000000,1.000000,0.00
2.800000,1.000000,0.00
3.000000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
1.000000,1.000000,0.00
0.000000,20.425000,0.00
4.800000,1.000000,1.00
3.800000,1.000000,0.00
4.800000,20.425000,1.00
4.800000,1.000000,1.00
1.000000,20.425000,0.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
0.000000,1.000000,0.00
2.000000,1.000000,0.00
2.800000,1.000000,1.00
4.800000,17.960782,1.00
2.800000,1.000000,1.00
3.800000,17.960782,1.00
3.800000,20.425000,1.00
3.800000,0.000000,0.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
0.000000,1.000000,0.00
4.800000,1.000000,1.00
2.000000,17.960782,1.00
2.800000,17.960782,1.00
1.000000,20.425000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
1.000000,20.425000,0.00
3.800000,20.425000,1.00
4.800000,17.960782,1.00
2.800000,1.000000,0.00
2.800000,20.425000,0.00
1.000000,20.425000,1.00
2.800000,19.425000,1.00
2.800000,17.960782,1.00
1.000000,0.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
2.800000,17.960782,0.00
1.000000,1.000000,0.00
4.800000,1.000000,1.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
2.000000,1.000000,1.00
3.800000,1.000000,0.00
4.800000,17.960782,1.00
3.800000,1.000000,0.00
3.000000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
0.000000,1.000000,0.00
2.000000,1.000000,1.00
2.800000,1.000000,0.00
1.000000,17.960782,0.00
2.800000,1.000000,0.00
2.800000,17.960782,1.00
2.000000,1.000000,0.00
2.000000,17.960782,1.00
2.000000,1.000000,0.00
2.000000,1.000000,0.00
1.000000,20.425000,1.00
2.000000,1.000000,1.00
3.800000,19.425000,1.00
1.000000,1.000000,0.00
0.000000,20.425000,0.00
0.000000,1.000000,0.00
2.800000,1.000000,0.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
2.000000,1.000000,0.00
0.000000,1.000000,0.00
2.000000,20.425000,0.00
2.000000,1.000000,0.00
3.000000,17.960782,1.00
0.000000,1.000000,0.00
3.800000,0.000000,0.00
2.000000,1.000000,0.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
3.800000,1.000000,0.00
3.800000,0.000000,0.00
1.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
2.000000,1.000000,1.00
2.000000,1.000000,1.00
4.800000,1.000000,1.00
2.000000,1.000000,1.00
3.800000,1.000000,1.00
1.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
2.000000,17.960782,1.00
0.000000,1.000000,0.00
2.000000,20.425000,0.00
3.800000,0.000000,0.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
2.000000,1.000000,0.00
3.800000,1.000000,1.00
2.000000,20.425000,0.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
2.000000,20.425000,1.00
4.800000,1.000000,1.00
1.000000,20.425000,0.00
2.800000,1.000000,1.00
0.000000,1.000000,0.00
3.800000,1.000000,0.00
3.800000,1.000000,1.00
2.800000,19.425000,1.00
1.000000,0.000000,0.00
4.800000,0.000000,1.00
3.800000,1.000000,0.00
2.800000,17.960782,0.00
0.000000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
4.800000,17.960782,1.00
3.800000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
1.800000,20.425000,0.00
1.000000,20.425000,0.00
2.800000,1.000000,0.00
2.000000,1.000000,0.00
3.800000,19.425000,1.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
3.800000,1.000000,1.00
2.800000,17.960782,1.00
2.800000,1.000000,0.00
2.800000,20.425000,0.00
3.800000,1.000000,0.00
3.800000,17.960782,1.00
1.800000,19.425000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
3.000000,1.000000,0.00
3.800000,1.000000,1.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
1.000000,20.425000,0.00
2.000000,1.000000,0.00
4.800000,1.000000,1.00
1.000000,20.425000,0.00
0.000000,20.425000,0.00
2.800000,20.425000,0.00
2.800000,1.000000,0.00
2.800000,1.000000,0.00
4.800000,1.000000,1.00
2.000000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
2.000000,1.000000,0.00
1.000000,1.000000,0.00
3.000000,1.000000,1.00
2.800000,1.000000,1.00
2.000000,1.000000,0.00
4.800000,17.960782,1.00
2.000000,20.425000,0.00
2.800000,1.000000,0.00
3.000000,1.000000,1.00
3.800000,17.960782,1.00
2.000000,1.000000,0.00
3.800000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,0.000000,1.00
2.800000,0.000000,0.00
2.000000,20.425000,0.00
1.000000,1.000000,0.00
3.800000,17.960782,1.00
4.800000,20.425000,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
3.000000,1.000000,0.00
1.000000,1.000000,0.00
1.000000,1.000000,0.00
2.800000,1.000000,0.00
2.000000,19.425000,0.00
3.000000,17.960782,1.00
2.800000,17.960782,1.00
1.000000,20.425000,0.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
4.800000,0.000000,1.00
1.000000,20.425000,0.00
4.800000,1.000000,1.00
1.000000,1.000000,0.00
4.800000,1.000000,1.00
3.800000,1.000000,1.00
2.800000,1.000000,0.00
1.000000,20.425000,0.00
4.800000,1.000000,1.00
2.000000,1.000000,0.00
0.000000,1.000000,0.00
4.800000,17.960782,1.00
2.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,17.960782,1.00
3.800000,17.960782,1.00
1.800000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
3.000000,17.960782,1.00
3.800000,1.000000,1.00
0.000000,1.000000,0.00
4.800000,1.000000,1.00
4.800000,1.000000,1.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
2.000000,1.000000,0.00
3.800000,17.960782,1.00
0.000000,1.000000,0.00
3.800000,1.000000,0.00
4.800000,17.960782,1.00
4.800000,1.000000,1.00
2.800000,1.000000,0.00
0.000000,1.000000,0.00
1.000000,1.000000,0.00
2.800000,1.000000,0.00
0.000000,0.000000,0.00
