@Relation urban_new_2019_fold5_train

@ATTRIBUTE f1_minas          NUMERIC  % Μήνας (1-12)
@ATTRIBUTE f2_epochi         NUMERIC  % Εποχή (1=Χειμ 2=Άνοιξ 3=Καλοκ 4=Φθιν)
@ATTRIBUTE f3_ora            NUMERIC  % Ώρα ημέρας (0-23)
@ATTRIBUTE f4_mera_nyxta     NUMERIC  % Μέρα=1 Νύχτα=0
@ATTRIBUTE f5_imera_evdom    NUMERIC  % Ημέρα εβδομάδας (0=Δευτ 6=Κυρ)
@ATTRIBUTE f6_savvatokyriako NUMERIC  % Σαββ/κο=1 Καθημ=0
@ATTRIBUTE f7_trimino        NUMERIC  % Τρίμηνο (1-4)
@ATTRIBUTE f8_nomos          NUMERIC  % Κωδικός Νομού
@ATTRIBUTE f9_typos_xorou    NUMERIC  % Κωδικός τύπου χώρου
@ATTRIBUTE class             {8,9,11} % 8=Μεγάλη 9=Μεσαία 11=Μικρή

@DATA
4,2,2,0,1,0,2,5,126,11
4,2,8,1,2,0,2,5,126,11
4,2,17,1,3,0,2,5,124,9
4,2,22,0,3,0,2,5,88,8
4,2,19,1,3,0,2,5,85,11
4,2,3,0,4,0,2,5,85,11
4,2,3,0,4,0,2,5,101,11
4,2,3,0,4,0,2,5,126,11
4,2,0,0,4,0,2,5,85,11
4,2,14,1,4,0,2,5,62,11
4,2,11,1,4,0,2,5,62,11
4,2,20,1,4,0,2,5,101,11
4,2,11,1,5,1,2,5,62,11
4,2,20,1,6,1,2,5,6,9
4,2,15,1,6,1,2,5,126,11
4,2,5,0,0,0,2,5,85,11
4,2,4,0,1,0,2,5,17,11
4,2,16,1,1,0,2,5,17,9
4,2,9,1,1,0,2,5,73,11
4,2,5,0,2,0,2,5,101,11
4,2,2,0,5,1,2,5,62,11
4,2,18,1,6,1,2,5,62,11
4,2,22,0,6,1,2,5,62,11
4,2,21,0,1,0,2,5,62,11
4,2,11,1,3,0,2,5,62,11
4,2,5,0,4,0,2,5,85,11
4,2,23,0,1,0,2,5,70,9
4,2,23,0,1,0,2,5,70,9
4,2,1,0,2,0,2,5,101,11
4,2,22,0,2,0,2,5,85,11
4,2,3,0,3,0,2,5,85,11
4,2,2,0,3,0,2,5,101,11
4,2,3,0,3,0,2,5,95,11
4,2,16,1,4,0,2,5,62,11
4,2,15,1,4,0,2,5,62,11
4,2,22,0,4,0,2,5,62,11
4,2,12,1,5,1,2,5,88,11
4,2,0,0,6,1,2,5,85,11
4,2,1,0,6,1,2,5,85,11
4,2,0,0,6,1,2,5,62,11
4,2,5,0,6,1,2,5,70,11
4,2,15,1,6,1,2,5,62,11
4,2,18,1,6,1,2,5,85,11
4,2,20,1,1,0,2,5,7,11
5,2,2,0,2,0,2,5,70,11
5,2,21,0,2,0,2,5,95,11
5,2,11,1,4,0,2,5,62,11
5,2,5,0,4,0,2,5,85,11
5,2,23,0,5,1,2,5,85,11
5,2,17,1,0,0,2,5,62,11
5,2,18,1,0,0,2,5,62,11
5,2,1,0,1,0,2,5,85,11
5,2,10,1,1,0,2,5,70,11
5,2,20,1,1,0,2,5,85,11
5,2,10,1,1,0,2,5,73,11
5,2,4,0,2,0,2,5,62,11
5,2,1,0,2,0,2,5,62,8
5,2,23,0,2,0,2,5,62,11
5,2,5,0,3,0,2,5,38,8
5,2,19,1,3,0,2,5,88,11
5,2,1,0,4,0,2,5,12,11
5,2,1,0,4,0,2,5,85,11
5,2,6,0,4,0,2,5,85,11
5,2,19,1,4,0,2,5,85,11
5,2,21,0,5,1,2,5,17,11
5,2,2,0,5,1,2,5,73,11
5,2,5,0,5,1,2,5,85,11
5,2,21,0,6,1,2,5,88,11
5,2,2,0,1,0,2,5,85,11
5,2,0,0,2,0,2,5,62,11
5,2,21,0,2,0,2,5,85,11
5,2,12,1,2,0,2,5,88,11
5,2,12,1,2,0,2,5,126,11
5,2,13,1,2,0,2,5,88,11
5,2,2,0,4,0,2,5,95,11
5,2,3,0,4,0,2,5,95,11
5,2,18,1,5,1,2,5,73,11
5,2,18,1,6,1,2,5,62,11
5,2,1,0,6,1,2,5,95,11
5,2,19,1,1,0,2,5,88,11
5,2,3,0,2,0,2,5,85,11
5,2,2,0,3,0,2,5,85,11
5,2,18,1,4,0,2,5,85,11
5,2,22,0,4,0,2,5,85,11
5,2,22,0,5,1,2,5,95,11
5,2,1,0,6,1,2,5,95,11
5,2,2,0,6,1,2,5,70,9
5,2,3,0,0,0,2,5,95,11
5,2,2,0,1,0,2,5,101,11
5,2,3,0,2,0,2,5,95,11
5,2,3,0,2,0,2,5,6,11
5,2,3,0,3,0,2,5,101,11
5,2,14,1,3,0,2,5,70,11
5,2,3,0,4,0,2,5,101,11
6,3,1,0,5,1,2,5,62,11
6,3,19,1,5,1,2,5,62,11
6,3,21,0,5,1,2,5,70,11
6,3,14,1,5,1,2,5,62,11
6,3,17,1,6,1,2,5,62,11
6,3,19,1,6,1,2,5,43,11
6,3,9,1,0,0,2,5,85,11
6,3,22,0,1,0,2,5,12,11
6,3,10,1,2,0,2,5,73,11
6,3,12,1,2,0,2,5,85,11
6,3,13,1,5,1,2,5,124,11
6,3,0,0,6,1,2,5,85,11
6,3,1,0,6,1,2,5,45,11
6,3,5,0,6,1,2,5,126,11
6,3,14,1,2,0,2,5,85,11
6,3,16,1,2,0,2,5,85,9
6,3,23,0,2,0,2,5,62,11
6,3,4,0,4,0,2,5,70,11
6,3,23,0,4,0,2,5,95,11
6,3,6,0,4,0,2,5,7,11
6,3,5,0,5,1,2,5,85,11
6,3,14,1,5,1,2,5,70,8
6,3,16,1,5,1,2,5,21,11
6,3,1,0,5,1,2,5,59,11
6,3,5,0,5,1,2,5,85,11
6,3,14,1,6,1,2,5,21,11
6,3,15,1,0,0,2,5,12,11
6,3,15,1,0,0,2,5,12,11
6,3,3,0,1,0,2,5,95,11
6,3,0,0,2,0,2,5,101,11
6,3,4,0,4,0,2,5,88,11
6,3,3,0,4,0,2,5,85,11
6,3,19,1,4,0,2,5,85,11
6,3,21,0,4,0,2,5,73,11
6,3,23,0,5,1,2,5,88,11
6,3,3,0,5,1,2,5,70,11
6,3,15,1,6,1,2,5,62,11
6,3,23,0,0,0,2,5,88,11
6,3,17,1,1,0,2,5,62,11
6,3,10,1,2,0,2,5,73,11
6,3,4,0,3,0,2,5,70,11
6,3,7,1,3,0,2,5,62,11
6,3,13,1,3,0,2,5,62,11
6,3,22,0,4,0,2,5,85,11
6,3,1,0,6,1,2,5,85,11
6,3,15,1,6,1,2,5,85,11
6,3,14,1,6,1,2,5,88,11
6,3,13,1,6,1,2,5,62,11
7,3,23,0,2,0,3,5,95,11
7,3,3,0,2,0,3,5,62,11
7,3,14,1,5,1,3,5,70,11
7,3,3,0,6,1,3,5,85,11
7,3,17,1,0,0,3,5,126,11
7,3,12,1,0,0,3,5,62,11
7,3,21,0,1,0,3,5,88,11
7,3,13,1,1,0,3,5,95,11
7,3,7,1,3,0,3,5,55,11
7,3,5,0,3,0,3,5,12,11
7,3,21,0,4,0,3,5,85,11
7,3,17,1,4,0,3,5,101,11
7,3,15,1,4,0,3,5,62,9
7,3,18,1,5,1,3,5,6,11
7,3,14,1,5,1,3,5,98,11
7,3,18,1,6,1,3,5,126,11
7,3,7,1,6,1,3,5,62,11
7,3,12,1,0,0,3,5,38,11
7,3,15,1,1,0,3,5,85,11
7,3,20,1,2,0,3,5,85,11
7,3,13,1,2,0,3,5,62,11
7,3,12,1,2,0,3,5,88,9
7,3,18,1,4,0,3,5,88,11
7,3,6,0,5,1,3,5,126,11
7,3,0,0,5,1,3,5,95,11
7,3,17,1,5,1,3,5,104,11
7,3,8,1,5,1,3,5,70,11
7,3,8,1,6,1,3,5,95,11
7,3,7,1,6,1,3,5,95,11
7,3,8,1,0,0,3,5,62,9
7,3,18,1,0,0,3,5,62,11
7,3,7,1,1,0,3,5,85,11
7,3,2,0,1,0,3,5,17,11
7,3,3,0,1,0,3,5,73,11
7,3,16,1,1,0,3,5,85,11
7,3,17,1,1,0,3,5,85,11
7,3,20,1,2,0,3,5,88,11
7,3,13,1,2,0,3,5,88,11
7,3,4,0,3,0,3,5,98,11
7,3,21,0,3,0,3,5,1,11
7,3,6,0,4,0,3,5,17,11
7,3,14,1,4,0,3,5,85,11
7,3,22,0,4,0,3,5,62,11
7,3,20,1,5,1,3,5,62,11
7,3,4,0,5,1,3,5,85,11
7,3,6,0,5,1,3,5,55,11
7,3,4,0,6,1,3,5,95,11
7,3,4,0,0,0,3,5,85,11
7,3,5,0,0,0,3,5,85,11
7,3,13,1,0,0,3,5,62,9
7,3,2,0,1,0,3,5,126,11
7,3,2,0,2,0,3,5,85,11
7,3,2,0,2,0,3,5,85,11
7,3,3,0,2,0,3,5,81,11
7,3,2,0,2,0,3,5,95,11
7,3,10,1,2,0,3,5,17,11
7,3,17,1,2,0,3,5,62,11
8,3,21,0,3,0,3,5,17,11
8,3,20,1,3,0,3,5,7,11
8,3,18,1,3,0,3,5,62,11
8,3,18,1,4,0,3,5,62,11
8,3,23,0,6,1,3,5,88,11
8,3,23,0,6,1,3,5,45,11
8,3,15,1,6,1,3,5,30,11
8,3,1,0,6,1,3,5,126,11
8,3,2,0,6,1,3,5,126,11
8,3,0,0,1,0,3,5,126,11
8,3,20,1,1,0,3,5,88,11
8,3,22,0,1,0,3,5,88,11
8,3,2,0,2,0,3,5,54,11
8,3,18,1,2,0,3,5,85,11
8,3,17,1,2,0,3,5,85,11
8,3,13,1,3,0,3,5,88,11
8,3,19,1,5,1,3,5,85,11
8,3,10,1,5,1,3,5,62,11
8,3,2,0,5,1,3,5,95,11
8,3,2,0,5,1,3,5,85,11
8,3,20,1,6,1,3,5,85,11
8,3,13,1,6,1,3,5,126,11
8,3,14,1,6,1,3,5,62,11
8,3,1,0,6,1,3,5,85,11
8,3,12,1,0,0,3,5,6,11
8,3,17,1,1,0,3,5,88,11
8,3,20,1,1,0,3,5,88,11
8,3,21,0,4,0,3,5,62,11
8,3,0,0,5,1,3,5,31,11
8,3,22,0,1,0,3,5,62,11
8,3,21,0,1,0,3,5,7,11
8,3,19,1,1,0,3,5,125,11
8,3,21,0,2,0,3,5,62,11
8,3,12,1,2,0,3,5,95,11
8,3,11,1,2,0,3,5,95,11
8,3,0,0,3,0,3,5,6,11
8,3,2,0,4,0,3,5,88,11
8,3,15,1,4,0,3,5,95,11
8,3,1,0,5,1,3,5,62,11
8,3,19,1,5,1,3,5,62,11
8,3,22,0,6,1,3,5,85,11
8,3,12,1,0,0,3,5,6,11
8,3,9,1,0,0,3,5,85,11
8,3,9,1,2,0,3,5,62,11
8,3,7,1,3,0,3,5,85,11
8,3,2,0,4,0,3,5,62,11
8,3,9,1,4,0,3,5,85,11
8,3,9,1,4,0,3,5,62,11
8,3,18,1,4,0,3,5,62,11
8,3,21,0,4,0,3,5,85,11
8,3,23,0,5,1,3,5,85,11
9,4,16,1,6,1,3,5,62,11
9,4,20,1,0,0,3,5,62,11
9,4,19,1,0,0,3,5,62,11
9,4,8,1,1,0,3,5,73,11
9,4,1,0,3,0,3,5,62,11
9,4,20,1,4,0,3,5,73,11
9,4,3,0,5,1,3,5,6,11
9,4,16,1,5,1,3,5,88,9
9,4,7,1,6,1,3,5,61,11
9,4,5,0,6,1,3,5,101,11
9,4,3,0,6,1,3,5,85,11
9,4,14,1,1,0,3,5,85,11
9,4,1,0,1,0,3,5,101,11
9,4,6,0,1,0,3,5,95,11
9,4,2,0,2,0,3,5,85,11
9,4,11,1,3,0,3,5,45,9
9,4,10,1,3,0,3,5,73,11
9,4,14,1,4,0,3,5,62,11
9,4,12,1,4,0,3,5,85,8
9,4,16,1,4,0,3,5,85,11
9,4,14,1,5,1,3,5,70,11
9,4,5,0,5,1,3,5,62,11
9,4,20,1,6,1,3,5,85,11
9,4,5,0,6,1,3,5,62,11
9,4,13,1,0,0,3,5,62,11
9,4,10,1,1,0,3,5,38,11
9,4,8,1,2,0,3,5,43,11
9,4,20,1,2,0,3,5,110,11
9,4,13,1,2,0,3,5,101,11
9,4,19,1,3,0,3,5,98,11
9,4,2,0,3,0,3,5,126,11
9,4,2,0,5,1,3,5,101,11
9,4,1,0,6,1,3,5,85,11
9,4,1,0,0,0,3,5,17,11
9,4,3,0,0,0,3,5,126,11
9,4,21,0,0,0,3,5,62,11
9,4,1,0,1,0,3,5,85,11
9,4,14,1,1,0,3,5,101,11
9,4,2,0,3,0,3,5,7,11
9,4,5,0,3,0,3,5,85,11
9,4,5,0,3,0,3,5,95,11
9,4,16,1,3,0,3,5,62,11
9,4,1,0,4,0,3,5,17,11
9,4,4,0,5,1,3,5,62,11
9,4,4,0,6,1,3,5,88,11
9,4,6,0,6,1,3,5,126,11
9,4,1,0,6,1,3,5,126,11
9,4,17,1,6,1,3,5,85,11
9,4,2,0,0,0,3,5,62,9
9,4,16,1,0,0,3,5,62,11
10,4,6,0,1,0,4,5,85,11
10,4,5,0,1,0,4,5,85,11
10,4,4,0,1,0,4,5,62,11
10,4,19,1,1,0,4,5,101,11
10,4,2,0,2,0,4,5,17,11
10,4,15,1,2,0,4,5,126,11
10,4,9,1,2,0,4,5,81,11
10,4,13,1,3,0,4,5,62,11
10,4,6,0,4,0,4,5,7,11
10,4,2,0,4,0,4,5,126,11
10,4,2,0,4,0,4,5,126,11
10,4,2,0,4,0,4,5,85,11
10,4,19,1,4,0,4,5,79,11
10,4,14,1,5,1,4,5,6,11
10,4,18,1,6,1,4,5,101,11
10,4,15,1,6,1,4,5,62,9
10,4,14,1,6,1,4,5,88,11
10,4,5,0,6,1,4,5,62,11
10,4,4,0,6,1,4,5,101,11
10,4,3,0,4,0,4,5,6,11
10,4,18,1,4,0,4,5,6,11
10,4,19,1,5,1,4,5,85,11
10,4,22,0,5,1,4,5,85,11
10,4,15,1,5,1,4,5,62,11
10,4,1,0,5,1,4,5,85,11
10,4,20,1,6,1,4,5,126,11
10,4,21,0,6,1,4,5,126,11
10,4,16,1,6,1,4,5,62,11
10,4,22,0,6,1,4,5,126,11
10,4,13,1,6,1,4,5,62,11
10,4,23,0,0,0,4,5,85,11
10,4,5,0,1,0,4,5,1,11
10,4,6,0,1,0,4,5,6,9
10,4,6,0,1,0,4,5,61,11
10,4,2,0,1,0,4,5,85,11
10,4,17,1,1,0,4,5,85,11
10,4,13,1,1,0,4,5,38,11
10,4,5,0,1,0,4,5,95,11
10,4,4,0,1,0,4,5,95,11
10,4,21,0,3,0,4,5,126,11
10,4,3,0,5,1,4,5,6,8
10,4,16,1,6,1,4,5,85,11
10,4,21,0,6,1,4,5,126,11
10,4,4,0,6,1,4,5,95,11
10,4,7,1,6,1,4,5,85,11
10,4,3,0,0,0,4,5,95,11
10,4,4,0,0,0,4,5,95,11
10,4,22,0,0,0,4,5,85,11
10,4,21,0,0,0,4,5,85,11
10,4,7,1,1,0,4,5,6,11
10,4,15,1,1,0,4,5,85,11
10,4,14,1,1,0,4,5,85,11
10,4,3,0,2,0,4,5,85,11
10,4,1,0,2,0,4,5,85,11
10,4,3,0,2,0,4,5,85,11
10,4,12,1,3,0,4,5,85,11
10,4,22,0,3,0,4,5,95,11
10,4,4,0,4,0,4,5,62,11
10,4,2,0,4,0,4,5,85,11
10,4,2,0,4,0,4,5,85,11
10,4,8,1,4,0,4,5,88,11
10,4,16,1,4,0,4,5,85,11
10,4,20,1,5,1,4,5,85,11
10,4,3,0,5,1,4,5,126,11
10,4,3,0,5,1,4,5,126,11
10,4,0,0,5,1,4,5,62,11
10,4,18,1,6,1,4,5,85,11
10,4,11,1,6,1,4,5,62,11
10,4,3,0,6,1,4,5,6,11
10,4,21,0,0,0,4,5,126,8
10,4,11,1,0,0,4,5,73,11
10,4,14,1,0,0,4,5,85,11
10,4,11,1,0,0,4,5,85,11
10,4,12,1,0,0,4,5,85,11
10,4,3,0,0,0,4,5,85,11
10,4,15,1,1,0,4,5,88,11
10,4,15,1,1,0,4,5,62,11
10,4,17,1,1,0,4,5,62,11
10,4,0,0,2,0,4,5,85,11
10,4,6,0,2,0,4,5,6,11
10,4,22,0,2,0,4,5,12,11
10,4,21,0,2,0,4,5,85,11
10,4,13,1,2,0,4,5,85,11
11,4,2,0,4,0,4,5,62,11
11,4,8,1,4,0,4,5,62,11
11,4,23,0,4,0,4,5,20,11
11,4,20,1,6,1,4,5,101,11
11,4,5,0,6,1,4,5,126,11
11,4,2,0,0,0,4,5,54,11
11,4,7,1,0,0,4,5,61,11
11,4,9,1,0,0,4,5,17,11
11,4,22,0,0,0,4,5,54,11
11,4,20,1,1,0,4,5,126,11
11,4,17,1,1,0,4,5,17,11
11,4,19,1,1,0,4,5,85,11
11,4,4,0,2,0,4,5,85,11
11,4,22,0,2,0,4,5,85,11
11,4,10,1,2,0,4,5,62,11
11,4,9,1,2,0,4,5,17,11
11,4,3,0,3,0,4,5,85,11
11,4,14,1,3,0,4,5,98,11
11,4,14,1,3,0,4,5,17,11
11,4,22,0,4,0,4,5,38,11
11,4,3,0,5,1,4,5,17,11
11,4,18,1,5,1,4,5,88,11
11,4,0,0,6,1,4,5,62,11
11,4,0,0,6,1,4,5,17,11
11,4,20,1,1,0,4,5,38,9
11,4,7,1,1,0,4,5,98,11
11,4,13,1,1,0,4,5,62,11
11,4,14,1,1,0,4,5,62,11
11,4,15,1,1,0,4,5,62,11
11,4,15,1,1,0,4,5,17,11
11,4,18,1,1,0,4,5,62,11
11,4,20,1,2,0,4,5,17,11
11,4,21,0,3,0,4,5,62,11
11,4,17,1,4,0,4,5,62,11
11,4,22,0,4,0,4,5,85,11
11,4,14,1,5,1,4,5,62,11
11,4,2,0,5,1,4,5,85,11
11,4,12,1,5,1,4,5,101,11
11,4,11,1,6,1,4,5,85,11
11,4,20,1,6,1,4,5,85,11
11,4,22,0,0,0,4,5,85,11
11,4,1,0,1,0,4,5,85,11
11,4,1,0,2,0,4,5,12,11
11,4,23,0,2,0,4,5,61,11
11,4,15,1,2,0,4,5,126,11
11,4,20,1,3,0,4,5,70,11
11,4,17,1,3,0,4,5,126,11
11,4,17,1,3,0,4,5,95,11
11,4,3,0,3,0,4,5,54,11
11,4,20,1,4,0,4,5,101,11
11,4,13,1,4,0,4,5,111,11
11,4,19,1,5,1,4,5,85,11
11,4,13,1,5,1,4,5,62,11
11,4,11,1,0,0,4,5,85,11
11,4,18,1,0,0,4,5,6,11
11,4,13,1,2,0,4,5,62,11
11,4,16,1,2,0,4,5,85,11
11,4,2,0,3,0,4,5,1,11
11,4,14,1,3,0,4,5,17,11
11,4,10,1,3,0,4,5,62,11
11,4,2,0,4,0,4,5,62,11
11,4,13,1,4,0,4,5,85,11
11,4,22,0,5,1,4,5,62,11
11,4,16,1,5,1,4,5,17,11
11,4,3,0,5,1,4,5,85,11
12,1,23,0,6,1,4,5,101,11
12,1,21,0,6,1,4,5,85,11
12,1,1,0,0,0,4,5,98,11
12,1,6,0,0,0,4,5,98,11
12,1,13,1,1,0,4,5,62,11
12,1,18,1,1,0,4,5,126,11
12,1,21,0,2,0,4,5,70,11
12,1,14,1,2,0,4,5,73,11
12,1,14,1,3,0,4,5,62,11
12,1,20,1,3,0,4,5,38,11
12,1,16,1,4,0,4,5,126,11
12,1,10,1,4,0,4,5,101,11
12,1,21,0,4,0,4,5,73,11
12,1,21,0,5,1,4,5,124,11
12,1,18,1,5,1,4,5,85,11
12,1,0,0,5,1,4,5,87,11
12,1,3,0,5,1,4,5,54,11
12,1,19,1,6,1,4,5,62,11
12,1,3,0,6,1,4,5,12,11
12,1,1,0,0,0,4,5,126,11
12,1,20,1,0,0,4,5,38,11
12,1,13,1,0,0,4,5,62,11
12,1,4,0,1,0,4,5,101,11
12,1,3,0,1,0,4,5,101,11
12,1,18,1,2,0,4,5,101,11
12,1,10,1,2,0,4,5,6,11
12,1,8,1,2,0,4,5,95,11
12,1,8,1,2,0,4,5,95,11
12,1,19,1,3,0,4,5,17,11
12,1,13,1,4,0,4,5,102,11
12,1,22,0,5,1,4,5,73,11
12,1,3,0,5,1,4,5,62,9
12,1,21,0,0,0,4,5,17,11
12,1,2,0,1,0,4,5,17,11
12,1,19,1,2,0,4,5,85,11
12,1,16,1,3,0,4,5,62,11
12,1,0,0,5,1,4,5,54,11
12,1,7,1,6,1,4,5,126,11
12,1,3,0,6,1,4,5,85,11
12,1,18,1,0,0,4,5,126,11
12,1,14,1,0,0,4,5,62,11
12,1,7,1,1,0,4,5,6,11
12,1,22,0,1,0,4,5,85,11
12,1,21,0,2,0,4,5,126,11
12,1,15,1,2,0,4,5,126,11
12,1,2,0,2,0,4,5,85,11
12,1,7,1,3,0,4,5,85,11
12,1,5,0,3,0,4,5,101,11
12,1,2,0,3,0,4,5,126,11
12,1,8,1,4,0,4,5,54,11
12,1,19,1,5,1,4,5,62,11
12,1,21,0,5,1,4,5,85,11
12,1,17,1,5,1,4,5,62,11
12,1,20,1,6,1,4,5,85,11
12,1,20,1,0,0,4,5,85,11
12,1,23,0,1,0,4,5,62,11
12,1,19,1,1,0,4,5,85,11
1,1,17,1,1,0,1,5,62,11
1,1,12,1,1,0,1,5,85,11
1,1,11,1,3,0,1,5,28,11
1,1,13,1,3,0,1,5,17,11
1,1,11,1,4,0,1,5,111,11
1,1,14,1,4,0,1,5,85,11
1,1,12,1,5,1,1,5,62,11
1,1,3,0,5,1,1,5,62,11
1,1,19,1,6,1,1,5,85,11
1,1,4,0,0,0,1,5,62,11
1,1,2,0,1,0,1,5,45,11
1,1,22,0,3,0,1,5,106,11
1,1,21,0,4,0,1,5,95,11
1,1,18,1,5,1,1,5,62,11
1,1,13,1,6,1,1,5,62,11
1,1,18,1,1,0,1,5,17,11
1,1,18,1,2,0,1,5,1,11
1,1,18,1,5,1,1,5,62,11
1,1,15,1,5,1,1,5,73,11
1,1,16,1,2,0,1,5,38,11
1,1,8,1,4,0,1,5,62,11
1,1,11,1,5,1,1,5,73,11
1,1,7,1,0,0,1,5,73,11
1,1,9,1,1,0,1,5,1,11
1,1,22,0,2,0,1,5,7,11
2,1,11,1,4,0,1,5,17,11
2,1,1,0,5,1,1,5,62,11
2,1,16,1,5,1,1,5,85,11
2,1,19,1,4,0,1,5,73,11
2,1,1,0,4,0,1,5,17,11
2,1,13,1,5,1,1,5,17,11
2,1,13,1,2,0,1,5,62,8
2,1,14,1,2,0,1,5,85,11
2,1,13,1,0,0,1,5,73,11
2,1,22,0,0,0,1,5,85,11
2,1,10,1,4,0,1,5,62,11
2,1,18,1,5,1,1,5,85,11
2,1,20,1,6,1,1,5,62,11
2,1,20,1,2,0,1,5,62,11
2,1,14,1,3,0,1,5,62,11
3,2,4,0,6,1,1,5,95,11
3,2,4,0,6,1,1,5,1,9
3,2,0,0,1,0,1,5,85,11
3,2,19,1,2,0,1,5,62,11
3,2,12,1,2,0,1,5,62,11
3,2,12,1,5,1,1,5,61,11
3,2,3,0,5,1,1,5,62,11
3,2,12,1,6,1,1,5,73,11
3,2,9,1,6,1,1,5,62,11
3,2,16,1,4,0,1,5,62,11
3,2,14,1,4,0,1,5,62,11
3,2,8,1,5,1,1,5,62,11
3,2,4,0,6,1,1,5,17,11
3,2,16,1,6,1,1,5,124,11
3,2,4,0,6,1,1,5,85,11
3,2,4,0,6,1,1,5,85,11
3,2,19,1,1,0,1,5,88,11
3,2,5,0,5,1,1,5,85,11
3,2,7,1,6,1,1,5,74,11
4,2,5,0,0,0,2,5,17,11
4,2,21,0,3,0,2,5,17,11
4,2,22,0,3,0,2,5,62,11
4,2,17,1,6,1,2,5,62,11
4,2,18,1,0,0,2,5,54,11
4,2,15,1,0,0,2,5,89,11
4,2,11,1,1,0,2,5,38,11
4,2,23,0,0,0,2,5,62,11
4,2,12,1,3,0,2,5,62,11
4,2,11,1,3,0,2,5,70,11
4,2,13,1,5,1,2,5,101,11
4,2,23,0,6,1,2,5,85,11
4,2,1,0,6,1,2,5,93,11
4,2,5,0,6,1,2,5,85,11
4,2,9,1,6,1,2,5,61,11
4,2,16,1,2,0,2,5,73,11
4,2,15,1,4,0,2,5,62,11
4,2,23,0,0,0,2,5,62,11
4,2,11,1,0,0,2,5,85,11
5,2,7,1,4,0,2,5,7,11
5,2,11,1,0,0,2,5,85,11
5,2,14,1,3,0,2,5,85,11
5,2,22,0,4,0,2,5,62,11
5,2,9,1,5,1,2,5,73,11
5,2,15,1,1,0,2,5,126,11
5,2,2,0,1,0,2,5,73,11
5,2,8,1,3,0,2,5,38,11
5,2,17,1,6,1,2,5,62,11
5,2,22,0,0,0,2,5,126,11
5,2,14,1,0,0,2,5,101,11
5,2,2,0,0,0,2,5,116,11
5,2,14,1,2,0,2,5,88,11
5,2,3,0,2,0,2,5,85,11
5,2,3,0,6,1,2,5,114,9
5,2,20,1,0,0,2,5,38,9
5,2,16,1,3,0,2,5,85,11
5,2,11,1,4,0,2,5,85,11
6,3,5,0,6,1,2,5,76,11
6,3,22,0,6,1,2,5,95,11
6,3,13,1,4,0,2,5,73,11
6,3,10,1,6,1,2,5,45,11
6,3,18,1,0,0,2,5,96,11
6,3,10,1,0,0,2,5,73,11
6,3,0,0,0,0,2,5,100,11
6,3,14,1,2,0,2,5,95,11
6,3,21,0,3,0,2,5,62,11
6,3,16,1,3,0,2,5,7,11
6,3,18,1,4,0,2,5,85,11
6,3,8,1,5,1,2,5,62,11
6,3,4,0,4,0,2,5,17,11
6,3,4,0,4,0,2,5,101,11
6,3,10,1,5,1,2,5,54,11
6,3,21,0,1,0,2,5,95,11
6,3,3,0,2,0,2,5,61,11
6,3,10,1,2,0,2,5,62,11
6,3,5,0,4,0,2,5,85,11
7,3,15,1,0,0,3,5,101,11
7,3,15,1,2,0,3,5,101,11
7,3,10,1,2,0,3,5,85,11
7,3,12,1,4,0,3,5,17,11
7,3,3,0,4,0,3,5,85,11
7,3,1,0,6,1,3,5,73,11
7,3,20,1,6,1,3,5,62,11
7,3,12,1,0,0,3,5,62,11
7,3,14,1,1,0,3,5,17,11
7,3,23,0,2,0,3,5,85,11
7,3,19,1,2,0,3,5,62,11
7,3,11,1,4,0,3,5,62,11
7,3,23,0,1,0,3,5,62,11
7,3,22,0,3,0,3,5,38,11
7,3,21,0,4,0,3,5,38,11
7,3,23,0,1,0,3,5,7,11
7,3,23,0,1,0,3,5,95,11
7,3,22,0,2,0,3,5,95,11
7,3,23,0,3,0,3,5,85,11
7,3,11,1,3,0,3,5,85,11
7,3,4,0,5,1,3,5,95,11
7,3,10,1,1,0,3,5,17,11
8,3,21,0,3,0,3,5,38,11
8,3,21,0,3,0,3,5,95,11
8,3,21,0,3,0,3,5,126,11
8,3,13,1,4,0,3,5,62,11
8,3,1,0,0,0,3,5,7,11
8,3,0,0,1,0,3,5,85,11
8,3,7,1,1,0,3,5,88,11
8,3,5,0,4,0,3,5,98,11
8,3,20,1,4,0,3,5,62,11
8,3,15,1,5,1,3,5,101,11
8,3,1,0,5,1,3,5,85,11
8,3,2,0,6,1,3,5,70,11
8,3,16,1,1,0,3,5,38,11
8,3,11,1,2,0,3,5,28,11
8,3,16,1,2,0,3,5,62,11
8,3,21,0,5,1,3,5,88,11
8,3,18,1,6,1,3,5,95,11
8,3,21,0,2,0,3,5,88,9
8,3,2,0,5,1,3,5,62,11
8,3,2,0,6,1,3,5,38,11
8,3,14,1,0,0,3,5,88,11
8,3,3,0,1,0,3,5,62,11
8,3,13,1,5,1,3,5,62,11
9,4,10,1,1,0,3,5,62,11
9,4,10,1,2,0,3,5,62,9
9,4,13,1,4,0,3,5,85,11
9,4,15,1,5,1,3,5,88,9
9,4,11,1,5,1,3,5,17,9
9,4,3,0,5,1,3,5,85,11
9,4,16,1,6,1,3,5,106,11
9,4,22,0,1,0,3,5,62,11
9,4,21,0,3,0,3,5,101,11
9,4,14,1,4,0,3,5,85,11
